5.810000000000000000e+02,8.000000000000000000e+00
5.880000000000000000e+02,1.600000000000000000e+01
5.860000000000000000e+02,2.500000000000000000e+01
5.830000000000000000e+02,3.200000000000000000e+01
5.810000000000000000e+02,3.900000000000000000e+01
5.780000000000000000e+02,4.600000000000000000e+01
5.760000000000000000e+02,5.300000000000000000e+01
5.730000000000000000e+02,5.900000000000000000e+01
5.710000000000000000e+02,6.700000000000000000e+01
5.680000000000000000e+02,7.600000000000000000e+01
5.560000000000000000e+02,7.700000000000000000e+01
5.400000000000000000e+02,7.700000000000000000e+01
5.310000000000000000e+02,8.300000000000000000e+01
5.250000000000000000e+02,7.900000000000000000e+01
5.180000000000000000e+02,6.800000000000000000e+01
5.340000000000000000e+02,6.200000000000000000e+01
5.380000000000000000e+02,6.800000000000000000e+01
5.630000000000000000e+02,6.000000000000000000e+01
5.650000000000000000e+02,5.300000000000000000e+01
5.680000000000000000e+02,4.600000000000000000e+01
5.700000000000000000e+02,3.900000000000000000e+01
5.730000000000000000e+02,3.300000000000000000e+01
5.750000000000000000e+02,2.500000000000000000e+01
5.780000000000000000e+02,1.800000000000000000e+01
5.800000000000000000e+02,1.000000000000000000e+01
