3.229999999999999798e-03,7.297000000000000153e-01
3.229999999999999798e-03,7.116770700636942948e-01
3.229999999999999798e-03,6.936541401273885743e-01
3.229999999999999798e-03,6.756312101910828538e-01
3.229999999999999798e-03,6.576082802547771333e-01
3.229999999999999798e-03,6.395853503184714128e-01
3.229999999999999798e-03,6.215624203821656923e-01
3.229999999999999798e-03,6.035394904458598608e-01
3.229999999999999798e-03,5.855165605095541403e-01
3.229999999999999798e-03,5.674936305732484199e-01
3.229999999999999798e-03,5.494707006369426994e-01
3.229999999999999798e-03,5.314477707006369789e-01
3.229999999999999798e-03,5.134248407643312584e-01
3.229999999999999798e-03,4.954019108280254824e-01
3.229999999999999798e-03,4.773789808917197619e-01
3.229999999999999798e-03,4.593560509554140414e-01
3.229999999999999798e-03,4.413331210191082654e-01
3.229999999999999798e-03,4.233101910828025449e-01
3.229999999999999798e-03,4.052872611464968244e-01
3.229999999999999798e-03,3.872643312101911039e-01
1.067726114649681507e-02,3.760000000000000009e-01
3.053662420382165579e-02,3.760000000000000009e-01
5.039598726114649652e-02,3.760000000000000009e-01
7.025535031847134071e-02,3.760000000000000009e-01
9.011471337579617102e-02,3.760000000000000009e-01
1.099740764331210152e-01,3.760000000000000009e-01
1.298334394904458733e-01,3.760000000000000009e-01
1.496928025477707036e-01,3.760000000000000009e-01
1.695521656050955617e-01,3.760000000000000009e-01
1.894115286624203920e-01,3.760000000000000009e-01
2.092708917197452223e-01,3.760000000000000009e-01
2.291302547770700804e-01,3.760000000000000009e-01
2.489896178343949107e-01,3.760000000000000009e-01
2.688489808917197688e-01,3.760000000000000009e-01
2.887083439490445991e-01,3.760000000000000009e-01
3.085677070063694294e-01,3.760000000000000009e-01
3.284270700636942597e-01,3.760000000000000009e-01
3.482864331210191455e-01,3.760000000000000009e-01
3.681457961783439758e-01,3.760000000000000009e-01
3.880051592356688062e-01,3.760000000000000009e-01
3.929699999999999860e-01,3.895171974522292913e-01
3.929699999999999860e-01,4.075401273885350673e-01
3.929699999999999860e-01,4.255630573248407877e-01
3.929699999999999860e-01,4.435859872611465082e-01
3.929699999999999860e-01,4.616089171974522287e-01
3.929699999999999860e-01,4.796318471337579492e-01
3.929699999999999860e-01,4.976547770700637252e-01
3.929699999999999860e-01,5.156777070063693902e-01
3.929699999999999860e-01,5.337006369426751107e-01
3.929699999999999860e-01,5.517235668789809422e-01
3.929699999999999860e-01,5.697464968152866627e-01
3.929699999999999860e-01,5.877694267515923832e-01
3.929699999999999860e-01,6.057923566878981037e-01
3.929699999999999860e-01,6.238152866242038241e-01
3.929699999999999860e-01,6.418382165605096557e-01
3.929699999999999860e-01,6.598611464968153761e-01
3.929699999999999860e-01,6.778840764331210966e-01
3.929699999999999860e-01,6.959070063694268171e-01
3.929699999999999860e-01,7.139299363057325376e-01
3.904875796178344238e-01,7.297000000000000153e-01
