-2.538000000000000256e-01,7.321699999999999875e-01
-2.538000000000000256e-01,7.128041401273885747e-01
-2.538000000000000256e-01,6.934382802547770508e-01
-2.538000000000000256e-01,6.740724203821656380e-01
-2.538000000000000256e-01,6.547065605095541141e-01
-2.538000000000000256e-01,6.353407006369427013e-01
-2.538000000000000256e-01,6.159748407643311774e-01
-2.538000000000000256e-01,5.966089808917197645e-01
-2.538000000000000256e-01,5.772431210191082407e-01
-2.538000000000000256e-01,5.578772611464968278e-01
-2.538000000000000256e-01,5.385114012738853040e-01
-2.538000000000000256e-01,5.191455414012738911e-01
-2.538000000000000256e-01,4.997796815286624228e-01
-2.538000000000000256e-01,4.804138216560509544e-01
-2.220331210191082982e-01,4.788000000000000034e-01
-1.873783439490446234e-01,4.788000000000000034e-01
-1.527235668789809209e-01,4.788000000000000034e-01
-1.180687898089172183e-01,4.788000000000000034e-01
-8.341401273885351575e-02,4.788000000000000034e-01
-4.875923566878981319e-02,4.788000000000000034e-01
-1.410445859872611063e-02,4.788000000000000034e-01
2.055031847133759193e-02,4.788000000000000034e-01
5.520509554140129449e-02,4.788000000000000034e-01
8.985987261146499705e-02,4.788000000000000034e-01
1.245146496815286441e-01,4.788000000000000034e-01
1.591694267515923467e-01,4.788000000000000034e-01
1.938242038216560492e-01,4.788000000000000034e-01
1.995999999999999996e-01,4.949382165605095696e-01
1.995999999999999996e-01,5.143040764331210379e-01
1.995999999999999996e-01,5.336699363057324508e-01
1.995999999999999996e-01,5.530357961783439746e-01
1.995999999999999996e-01,5.724016560509553875e-01
1.995999999999999996e-01,5.917675159235669113e-01
1.995999999999999996e-01,6.111333757961783242e-01
1.995999999999999996e-01,6.304992356687898480e-01
1.995999999999999996e-01,6.498650955414012609e-01
1.995999999999999996e-01,6.692309554140127847e-01
1.995999999999999996e-01,6.885968152866241976e-01
1.995999999999999996e-01,7.079626751592356104e-01
1.995999999999999996e-01,7.273285350318471343e-01
1.736089171974522505e-01,7.321699999999999875e-01
1.389541401273885479e-01,7.321699999999999875e-01
1.042993630573248454e-01,7.321699999999999875e-01
6.964458598726114280e-02,7.321699999999999875e-01
3.498980891719744024e-02,7.321699999999999875e-01
3.350318471337376813e-04,7.321699999999999875e-01
-3.431974522292993712e-02,7.321699999999999875e-01
-6.897452229299363968e-02,7.321699999999999875e-01
-1.036292993630573422e-01,7.321699999999999875e-01
-1.382840764331210170e-01,7.321699999999999875e-01
-1.729388535031847196e-01,7.321699999999999875e-01
-2.075936305732484222e-01,7.321699999999999875e-01
-2.422484076433121247e-01,7.321699999999999875e-01
